LevelofGovernment,StateorUS,GovernmentFunction,Data1,Data2,Data3,Data4,StateAbv,StateCode
State Only,Massachusetts,Total,98985,14.65332095,65975.48077,6530582964,MA,25
State Only,Massachusetts,Financial Administration,3929,0.58163255,68803.41257,270328608,MA,25
State Only,Massachusetts,Other Government Administration,2011,0.297699939,59987.57036,120635004,MA,25
State Only,Massachusetts,Judicial and Legal,9141,1.353194997,69536.4529,635632716,MA,25
State Only,Massachusetts,Police Protection Total,2926,0.43315267,106337.836,311144508,MA,25
State Only,Massachusetts,Police Officers Only,2127,0.314872088,118765.7546,252614760,MA,25
State Only,Massachusetts,Other Police Employees,799,0.118280582,73253.75219,58529748,MA,25
State Only,Massachusetts,Fire Protection Total,0,0,0,0,MA,25
State Only,Massachusetts,Firefighters Only,0,0,0,0,MA,25
State Only,Massachusetts,Other Fire Employees,0,0,0,0,MA,25
State Only,Massachusetts,Corrections,12295,1.820099823,62739.09101,771377124,MA,25
State Only,Massachusetts,Highways,3138,0.464536254,70228.86424,220378176,MA,25
State Only,Massachusetts,Air Transportation,1012,0.149812202,83586.10672,84589140,MA,25
State Only,Massachusetts,Water Transport and Terminals,160,0.023685724,83225.7,13316112,MA,25
State Only,Massachusetts,Public Welfare,6917,1.023963439,66088.16192,457131816,MA,25
State Only,Massachusetts,Health,7258,1.074443637,59426.27005,431315868,MA,25
State Only,Massachusetts,Hospitals,5302,0.784885666,54642.93248,289716828,MA,25
State Only,Massachusetts,Social Insurance Administration,1555,0.230195626,61374.51318,95437368,MA,25
State Only,Massachusetts,Solid Waste Management,0,0,0,0,MA,25
State Only,Massachusetts,Sewerage,829,0.122721655,80850.80338,67025316,MA,25
State Only,Massachusetts,Parks and Recreation,966,0.143002556,59154.77019,57143508,MA,25
State Only,Massachusetts,Housing and Community Development,0,0,0,0,MA,25
State Only,Massachusetts,Natural Resources,1147,0.169797031,77064.44987,88392924,MA,25
State Only,Massachusetts,Water Supply,491,0.072685564,72447.95927,35571948,MA,25
State Only,Massachusetts,Electric Power,0,0,0,0,MA,25
State Only,Massachusetts,Gas Supply,0,0,0,0,MA,25
State Only,Massachusetts,Transit,0,0,0,0,MA,25
State Only,Massachusetts,Education Total,35568,5.265336358,63399.38799,2254989432,MA,25
State Only,Massachusetts,Elementary & Secondary Education Total,2321,0.343591028,55202.43516,128124852,MA,25
State Only,Massachusetts,Elem & Sec Instructional Employees,1812,0.26824082,56706.74834,102752628,MA,25
State Only,Massachusetts,Elem & Sec Other Employees,509,0.075350208,49847.19843,25372224,MA,25
State Only,Massachusetts,Higher Education Total,32120,4.754909014,63578.65928,2042146536,MA,25
State Only,Massachusetts,Higher Ed Instructional Employees,11279,1.669695479,75871.51982,855754872,MA,25
State Only,Massachusetts,Higher Ed Other Employees,20841,3.085213536,56925.85116,1186391664,MA,25
State Only,Massachusetts,Other Education,1127,0.166836316,75171.29015,84718044,MA,25
State Only,Massachusetts,Local Libraries,0,0,0,0,MA,25
State Only,Massachusetts,State Liquor Stores,0,0,0,0,MA,25
State Only,Massachusetts,All Other and Unallocable,4340,0.642475253,75220.40737,326456568,MA,25
State Only,Michigan,Total,142057,14.32559665,63364.36118,9001351056,MI,26
State Only,Michigan,Financial Administration,4220,0.425561696,67080.94976,283081608,MI,26
State Only,Michigan,Other Government Administration,1481,0.14934997,67181.30722,99495516,MI,26
State Only,Michigan,Judicial and Legal,1474,0.148644062,82671.44369,121857708,MI,26
State Only,Michigan,Police Protection Total,2617,0.263908758,63171.09515,165318756,MI,26
State Only,Michigan,Police Officers Only,1927,0.194326395,66911.03477,128937564,MI,26
State Only,Michigan,Other Police Employees,690,0.069582363,52726.36522,36381192,MI,26
State Only,Michigan,Fire Protection Total,0,0,0,0,MI,26
State Only,Michigan,Firefighters Only,0,0,0,0,MI,26
State Only,Michigan,Other Fire Employees,0,0,0,0,MI,26
State Only,Michigan,Corrections,12537,1.264281276,60008.73223,752329476,MI,26
State Only,Michigan,Highways,2664,0.268648426,63017.31532,167878128,MI,26
State Only,Michigan,Air Transportation,0,0,0,0,MI,26
State Only,Michigan,Water Transport and Terminals,0,0,0,0,MI,26
State Only,Michigan,Public Welfare,11797,1.189656713,55113.85471,650178144,MI,26
State Only,Michigan,Health,5285,0.53296056,58628.17181,309849888,MI,26
State Only,Michigan,Hospitals,16090,1.622580021,64986.80845,1045637748,MI,26
State Only,Michigan,Social Insurance Administration,814,0.082087019,60174.13268,48981744,MI,26
State Only,Michigan,Solid Waste Management,0,0,0,0,MI,26
State Only,Michigan,Sewerage,0,0,0,0,MI,26
State Only,Michigan,Parks and Recreation,209,0.021076397,59964.86124,12532656,MI,26
State Only,Michigan,Housing and Community Development,305,0.030757421,66021.63934,20136600,MI,26
State Only,Michigan,Natural Resources,3343,0.337121505,58699.30841,196231788,MI,26
State Only,Michigan,Water Supply,0,0,0,0,MI,26
State Only,Michigan,Electric Power,0,0,0,0,MI,26
State Only,Michigan,Gas Supply,0,0,0,0,MI,26
State Only,Michigan,Transit,0,0,0,0,MI,26
State Only,Michigan,Education Total,75033,7.566628138,65035.12566,4879780584,MI,26
State Only,Michigan,Elementary & Secondary Education Total,0,0,0,0,MI,26
State Only,Michigan,Elem & Sec Instructional Employees,0,0,0,0,MI,26
State Only,Michigan,Elem & Sec Other Employees,0,0,0,0,MI,26
State Only,Michigan,Higher Education Total,74408,7.503600635,65009.00269,4837189872,MI,26
State Only,Michigan,Higher Ed Instructional Employees,24303,2.450811824,94396.76238,2294124516,MI,26
State Only,Michigan,Higher Ed Other Employees,50105,5.052788811,50754.7222,2543065356,MI,26
State Only,Michigan,Other Education,625,0.063027502,68145.1392,42590712,MI,26
State Only,Michigan,Local Libraries,0,0,0,0,MI,26
State Only,Michigan,State Liquor Stores,0,0,0,0,MI,26
State Only,Michigan,All Other and Unallocable,4188,0.422334688,59231.30659,248060712,MI,26
State Only,Minnesota,Total,82223,15.06709119,63015.41452,5181316428,MN,27
State Only,Minnesota,Financial Administration,4827,0.88453169,70074.80423,338251080,MN,27
State Only,Minnesota,Other Government Administration,1049,0.19222576,68245.3613,71589384,MN,27
State Only,Minnesota,Judicial and Legal,3735,0.684426323,62935.77189,235065108,MN,27
State Only,Minnesota,Police Protection Total,921,0.168770186,59071.51792,54404868,MN,27
State Only,Minnesota,Police Officers Only,509,0.093272557,69350.59332,35299452,MN,27
State Only,Minnesota,Other Police Employees,412,0.075497629,46372.36893,19105416,MN,27
State Only,Minnesota,Fire Protection Total,0,0,0,0,MN,27
State Only,Minnesota,Firefighters Only,0,0,0,0,MN,27
State Only,Minnesota,Other Fire Employees,0,0,0,0,MN,27
State Only,Minnesota,Corrections,4179,0.765787846,54871.34817,229307364,MN,27
State Only,Minnesota,Highways,4555,0.834688595,59474.77936,270907620,MN,27
State Only,Minnesota,Air Transportation,0,0,0,0,MN,27
State Only,Minnesota,Water Transport and Terminals,0,0,0,0,MN,27
State Only,Minnesota,Public Welfare,3096,0.567331699,44159.43411,136717608,MN,27
State Only,Minnesota,Health,3348,0.613509861,61923.18996,207318840,MN,27
State Only,Minnesota,Hospitals,4534,0.830840415,54545.45743,247309104,MN,27
State Only,Minnesota,Social Insurance Administration,1036,0.189843553,55378.13514,57371748,MN,27
State Only,Minnesota,Solid Waste Management,0,0,0,0,MN,27
State Only,Minnesota,Sewerage,628,0.115078911,78031.79618,49003968,MN,27
State Only,Minnesota,Parks and Recreation,585,0.107199304,56224.92308,32891580,MN,27
State Only,Minnesota,Housing and Community Development,0,0,0,0,MN,27
State Only,Minnesota,Natural Resources,3096,0.567331699,58198.6124,180182904,MN,27
State Only,Minnesota,Water Supply,0,0,0,0,MN,27
State Only,Minnesota,Electric Power,0,0,0,0,MN,27
State Only,Minnesota,Gas Supply,0,0,0,0,MN,27
State Only,Minnesota,Transit,2824,0.517488604,62303.15864,175944120,MN,27
State Only,Minnesota,Education Total,40637,7.446595048,66436.80774,2699792556,MN,27
State Only,Minnesota,Elementary & Secondary Education Total,0,0,0,0,MN,27
State Only,Minnesota,Elem & Sec Instructional Employees,0,0,0,0,MN,27
State Only,Minnesota,Elem & Sec Other Employees,0,0,0,0,MN,27
State Only,Minnesota,Higher Education Total,36689,6.723137183,66743.57742,2448755112,MN,27
State Only,Minnesota,Higher Ed Instructional Employees,14930,2.735872827,75634.56852,1129224108,MN,27
State Only,Minnesota,Higher Ed Other Employees,21759,3.987264356,60642.99848,1319531004,MN,27
State Only,Minnesota,Other Education,3948,0.723457865,63585.97872,251037444,MN,27
State Only,Minnesota,Local Libraries,0,0,0,0,MN,27
State Only,Minnesota,State Liquor Stores,0,0,0,0,MN,27
State Only,Minnesota,All Other and Unallocable,3173,0.581441693,61537.52789,195258576,MN,27
State Only,Mississippi,Total,56884,19.00286727,44568.35419,2535226260,MS,28
State Only,Mississippi,Financial Administration,1457,0.486730497,44855.78586,65354880,MS,28
State Only,Mississippi,Other Government Administration,515,0.172042695,49355.69709,25418184,MS,28
State Only,Mississippi,Judicial and Legal,740,0.247206979,75197.56216,55646196,MS,28
State Only,Mississippi,Police Protection Total,1202,0.401544309,40337.14143,48485244,MS,28
State Only,Mississippi,Police Officers Only,632,0.211128122,44366.77215,28039800,MS,28
State Only,Mississippi,Other Police Employees,570,0.190416186,35869.2,20445444,MS,28
State Only,Mississippi,Fire Protection Total,0,0,0,0,MS,28
State Only,Mississippi,Firefighters Only,0,0,0,0,MS,28
State Only,Mississippi,Other Fire Employees,0,0,0,0,MS,28
State Only,Mississippi,Corrections,3244,1.083701945,30669.4291,99491628,MS,28
State Only,Mississippi,Highways,3295,1.100739182,36178.16813,119207064,MS,28
State Only,Mississippi,Air Transportation,0,0,0,0,MS,28
State Only,Mississippi,Water Transport and Terminals,41,0.013696603,68232.58537,2797536,MS,28
State Only,Mississippi,Public Welfare,3049,1.018559565,41141.03772,125439024,MS,28
State Only,Mississippi,Health,3239,1.082031627,40012.8941,129601764,MS,28
State Only,Mississippi,Hospitals,11357,3.793958996,41566.99304,472076340,MS,28
State Only,Mississippi,Social Insurance Administration,785,0.262239836,37863.05732,29722500,MS,28
State Only,Mississippi,Solid Waste Management,0,0,0,0,MS,28
State Only,Mississippi,Sewerage,0,0,0,0,MS,28
State Only,Mississippi,Parks and Recreation,347,0.115920029,30623.72334,10626432,MS,28
State Only,Mississippi,Housing and Community Development,0,0,0,0,MS,28
State Only,Mississippi,Natural Resources,3033,1.013214549,38039.71513,115374456,MS,28
State Only,Mississippi,Water Supply,55,0.018373492,32875.41818,1808148,MS,28
State Only,Mississippi,Electric Power,0,0,0,0,MS,28
State Only,Mississippi,Gas Supply,0,0,0,0,MS,28
State Only,Mississippi,Transit,0,0,0,0,MS,28
State Only,Mississippi,Education Total,21102,7.049407655,52163.85158,1100761596,MS,28
State Only,Mississippi,Elementary & Secondary Education Total,0,0,0,0,MS,28
State Only,Mississippi,Elem & Sec Instructional Employees,0,0,0,0,MS,28
State Only,Mississippi,Elem & Sec Other Employees,0,0,0,0,MS,28
State Only,Mississippi,Higher Education Total,19644,6.562343095,53132.51374,1043735100,MS,28
State Only,Mississippi,Higher Ed Instructional Employees,6429,2.147694143,63223.45124,406463568,MS,28
State Only,Mississippi,Higher Ed Other Employees,13215,4.414648951,48223.34711,637271532,MS,28
State Only,Mississippi,Other Education,1458,0.487064561,39112.82305,57026496,MS,28
State Only,Mississippi,Local Libraries,0,0,0,0,MS,28
State Only,Mississippi,State Liquor Stores,87,0.029063523,29950.75862,2605716,MS,28
State Only,Mississippi,All Other and Unallocable,3336,1.114435785,39211.4964,130809552,MS,28
State Only,Missouri,Total,88133,14.53422072,43667.87419,3848580756,MO,29
State Only,Missouri,Financial Administration,2899,0.478080922,43719.713,126743448,MO,29
State Only,Missouri,Other Government Administration,919,0.151554456,43070.36344,39581664,MO,29
State Only,Missouri,Judicial and Legal,4241,0.699393304,45971.03513,194963160,MO,29
State Only,Missouri,Police Protection Total,2495,0.411456329,49434.04569,123337944,MO,29
State Only,Missouri,Police Officers Only,1399,0.230712387,58401.84703,81704184,MO,29
State Only,Missouri,Other Police Employees,1096,0.180743943,37987.0073,41633760,MO,29
State Only,Missouri,Fire Protection Total,0,0,0,0,MO,29
State Only,Missouri,Firefighters Only,0,0,0,0,MO,29
State Only,Missouri,Other Fire Employees,0,0,0,0,MO,29
State Only,Missouri,Corrections,12289,2.026607949,32395.80405,398112036,MO,29
State Only,Missouri,Highways,5541,0.913779367,39432,218492712,MO,29
State Only,Missouri,Air Transportation,0,0,0,0,MO,29
State Only,Missouri,Water Transport and Terminals,0,0,0,0,MO,29
State Only,Missouri,Public Welfare,6956,1.147130352,34448.25129,239622036,MO,29
State Only,Missouri,Health,2848,0.469670391,41860.55478,119218860,MO,29
State Only,Missouri,Hospitals,10604,1.748730628,39435.851,418177764,MO,29
State Only,Missouri,Social Insurance Administration,550,0.090701796,35821.65818,19701912,MO,29
State Only,Missouri,Solid Waste Management,0,0,0,0,MO,29
State Only,Missouri,Sewerage,0,0,0,0,MO,29
State Only,Missouri,Parks and Recreation,504,0.083115828,36257.80952,18273936,MO,29
State Only,Missouri,Housing and Community Development,0,0,0,0,MO,29
State Only,Missouri,Natural Resources,2195,0.361982623,41187.27472,90406068,MO,29
State Only,Missouri,Water Supply,0,0,0,0,MO,29
State Only,Missouri,Electric Power,0,0,0,0,MO,29
State Only,Missouri,Gas Supply,0,0,0,0,MO,29
State Only,Missouri,Transit,0,0,0,0,MO,29
State Only,Missouri,Education Total,32243,5.317269111,52136.99991,1681053288,MO,29
State Only,Missouri,Elementary & Secondary Education Total,0,0,0,0,MO,29
State Only,Missouri,Elem & Sec Instructional Employees,0,0,0,0,MO,29
State Only,Missouri,Elem & Sec Other Employees,0,0,0,0,MO,29
State Only,Missouri,Higher Education Total,30659,5.056047938,52765.69438,1617743424,MO,29
State Only,Missouri,Higher Ed Instructional Employees,11389,1.878186828,71908.85943,818970000,MO,29
State Only,Missouri,Higher Ed Other Employees,19270,3.17786111,41451.65667,798773424,MO,29
State Only,Missouri,Other Education,1584,0.261221173,39968.34848,63309864,MO,29
State Only,Missouri,Local Libraries,0,0,0,0,MO,29
State Only,Missouri,State Liquor Stores,0,0,0,0,MO,29
State Only,Missouri,All Other and Unallocable,3849,0.63474766,41802.00779,160895928,MO,29
State Only,Montana,Total,20721,20.25014366,49137.3453,1018174932,MT,30
State Only,Montana,Financial Administration,1041,1.017344701,47370.27089,49312452,MT,30
State Only,Montana,Other Government Administration,394,0.38504689,57043.1269,22474992,MT,30
State Only,Montana,Judicial and Legal,728,0.711457197,55899.18132,40694604,MT,30
State Only,Montana,Police Protection Total,487,0.475933592,55917.31417,27231732,MT,30
State Only,Montana,Police Officers Only,232,0.226728118,59763.41379,13865112,MT,30
State Only,Montana,Other Police Employees,255,0.249205474,52418.11765,13366620,MT,30
State Only,Montana,Fire Protection Total,0,0,0,0,MT,30
State Only,Montana,Firefighters Only,0,0,0,0,MT,30
State Only,Montana,Other Fire Employees,0,0,0,0,MT,30
State Only,Montana,Corrections,1238,1.209868146,43731.14055,54139152,MT,30
State Only,Montana,Highways,2121,2.07280318,53988.70721,114510048,MT,30
State Only,Montana,Air Transportation,0,0,0,0,MT,30
State Only,Montana,Water Transport and Terminals,0,0,0,0,MT,30
State Only,Montana,Public Welfare,1769,1.728801898,43946.1368,77740716,MT,30
State Only,Montana,Health,880,0.860003205,49301.91818,43385688,MT,30
State Only,Montana,Hospitals,650,0.63522964,42539.42769,27650628,MT,30
State Only,Montana,Social Insurance Administration,699,0.683116183,52105.25322,36421572,MT,30
State Only,Montana,Solid Waste Management,0,0,0,0,MT,30
State Only,Montana,Sewerage,0,0,0,0,MT,30
State Only,Montana,Parks and Recreation,73,0.071341175,45863.0137,3348000,MT,30
State Only,Montana,Housing and Community Development,0,0,0,0,MT,30
State Only,Montana,Natural Resources,1540,1.50500561,48969.42857,75412920,MT,30
State Only,Montana,Water Supply,0,0,0,0,MT,30
State Only,Montana,Electric Power,0,0,0,0,MT,30
State Only,Montana,Gas Supply,0,0,0,0,MT,30
State Only,Montana,Transit,0,0,0,0,MT,30
State Only,Montana,Education Total,7904,7.724392427,48080.41397,380027592,MT,30
State Only,Montana,Elementary & Secondary Education Total,0,0,0,0,MT,30
State Only,Montana,Elem & Sec Instructional Employees,0,0,0,0,MT,30
State Only,Montana,Elem & Sec Other Employees,0,0,0,0,MT,30
State Only,Montana,Higher Education Total,7525,7.354004683,47970.14113,360975312,MT,30
State Only,Montana,Higher Ed Instructional Employees,2025,1.978984649,69240.31407,140211636,MT,30
State Only,Montana,Higher Ed Other Employees,5500,5.375020034,40138.85018,220763676,MT,30
State Only,Montana,Other Education,379,0.370387744,50269.86807,19052280,MT,30
State Only,Montana,Local Libraries,0,0,0,0,MT,30
State Only,Montana,State Liquor Stores,30,0.029318291,45346.8,1360404,MT,30
State Only,Montana,All Other and Unallocable,1167,1.140481524,55239.44473,64464432,MT,30
State Only,Nebraska,Total,32101,17.04797714,46340.77206,1487585124,NE,31
State Only,Nebraska,Financial Administration,789,0.419016665,47346.0076,37356000,NE,31
State Only,Nebraska,Other Government Administration,312,0.165694803,44729.46154,13955592,NE,31
State Only,Nebraska,Judicial and Legal,748,0.397242669,58359.28877,43652748,NE,31
State Only,Nebraska,Police Protection Total,842,0.447163539,59174.90736,49825272,NE,31
State Only,Nebraska,Police Officers Only,528,0.28040659,69494.04545,36692856,NE,31
State Only,Nebraska,Other Police Employees,314,0.166756949,41822.98089,13132416,NE,31
State Only,Nebraska,Fire Protection Total,0,0,0,0,NE,31
State Only,Nebraska,Firefighters Only,0,0,0,0,NE,31
State Only,Nebraska,Other Fire Employees,0,0,0,0,NE,31
State Only,Nebraska,Corrections,2930,1.556044143,42484.16928,124478616,NE,31
State Only,Nebraska,Highways,2054,1.090824119,46606.57449,95729904,NE,31
State Only,Nebraska,Air Transportation,21,0.011152535,53866.85714,1131204,NE,31
State Only,Nebraska,Water Transport and Terminals,0,0,0,0,NE,31
State Only,Nebraska,Public Welfare,2447,1.299535842,36236.30732,88670244,NE,31
State Only,Nebraska,Health,644,0.342011068,50157.68944,32301552,NE,31
State Only,Nebraska,Hospitals,3772,2.003207681,44721.91941,168691080,NE,31
State Only,Nebraska,Social Insurance Administration,213,0.113118567,48431.32394,10315872,NE,31
State Only,Nebraska,Solid Waste Management,0,0,0,0,NE,31
State Only,Nebraska,Sewerage,0,0,0,0,NE,31
State Only,Nebraska,Parks and Recreation,281,0.149231537,36535.51601,10266480,NE,31
State Only,Nebraska,Housing and Community Development,0,0,0,0,NE,31
State Only,Nebraska,Natural Resources,2161,1.147648939,41283.68718,89214048,NE,31
State Only,Nebraska,Water Supply,0,0,0,0,NE,31
State Only,Nebraska,Electric Power,0,0,0,0,NE,31
State Only,Nebraska,Gas Supply,0,0,0,0,NE,31
State Only,Nebraska,Transit,0,0,0,0,NE,31
State Only,Nebraska,Education Total,13034,6.922006607,48664.35016,634291140,NE,31
State Only,Nebraska,Elementary & Secondary Education Total,0,0,0,0,NE,31
State Only,Nebraska,Elem & Sec Instructional Employees,0,0,0,0,NE,31
State Only,Nebraska,Elem & Sec Other Employees,0,0,0,0,NE,31
State Only,Nebraska,Higher Education Total,12495,6.635758213,48520.99688,606269856,NE,31
State Only,Nebraska,Higher Ed Instructional Employees,3332,1.769535523,78698.62545,262223820,NE,31
State Only,Nebraska,Higher Ed Other Employees,9163,4.86622269,37547.31376,344046036,NE,31
State Only,Nebraska,Other Education,539,0.286248394,51987.53989,28021284,NE,31
State Only,Nebraska,Local Libraries,0,0,0,0,NE,31
State Only,Nebraska,State Liquor Stores,0,0,0,0,NE,31
State Only,Nebraska,All Other and Unallocable,1853,0.984078429,47331.55532,87705372,NE,31
State Only,Nevada,Total,27236,9.595949097,57522.33661,1566678360,NV,32
State Only,Nevada,Financial Administration,1391,0.490085372,44888.51474,62439924,NV,32
State Only,Nevada,Other Government Administration,957,0.337175917,55422.74608,53039568,NV,32
State Only,Nevada,Judicial and Legal,743,0.261778168,80819.49933,60048888,NV,32
State Only,Nevada,Police Protection Total,842,0.296658435,72719.60095,61229904,NV,32
State Only,Nevada,Police Officers Only,484,0.170525751,87895.71074,42541524,NV,32
State Only,Nevada,Other Police Employees,358,0.126132684,52202.17877,18688380,NV,32
State Only,Nevada,Fire Protection Total,0,0,0,0,NV,32
State Only,Nevada,Firefighters Only,0,0,0,0,NV,32
State Only,Nevada,Other Fire Employees,0,0,0,0,NV,32
State Only,Nevada,Corrections,3578,1.260622186,51342.24483,183702552,NV,32
State Only,Nevada,Highways,1726,0.608114559,51665.95829,89175444,NV,32
State Only,Nevada,Air Transportation,0,0,0,0,NV,32
State Only,Nevada,Water Transport and Terminals,0,0,0,0,NV,32
State Only,Nevada,Public Welfare,2068,0.728610028,43020.74855,88966908,NV,32
State Only,Nevada,Health,1357,0.47810629,52845.2056,71710944,NV,32
State Only,Nevada,Hospitals,1320,0.465070231,54953.51818,72538644,NV,32
State Only,Nevada,Social Insurance Administration,560,0.197302522,42639.36429,23878044,NV,32
State Only,Nevada,Solid Waste Management,0,0,0,0,NV,32
State Only,Nevada,Sewerage,0,0,0,0,NV,32
State Only,Nevada,Parks and Recreation,171,0.060247734,45693.05263,7813512,NV,32
State Only,Nevada,Housing and Community Development,0,0,0,0,NV,32
State Only,Nevada,Natural Resources,894,0.314979384,54990.57718,49161576,NV,32
State Only,Nevada,Water Supply,16,0.005637215,78814.5,1261032,NV,32
State Only,Nevada,Electric Power,16,0.005637215,78814.5,1261032,NV,32
State Only,Nevada,Gas Supply,0,0,0,0,NV,32
State Only,Nevada,Transit,0,0,0,0,NV,32
State Only,Nevada,Education Total,9503,3.348153336,65339.98864,620925912,NV,32
State Only,Nevada,Elementary & Secondary Education Total,0,0,0,0,NV,32
State Only,Nevada,Elem & Sec Instructional Employees,0,0,0,0,NV,32
State Only,Nevada,Elem & Sec Other Employees,0,0,0,0,NV,32
State Only,Nevada,Higher Education Total,9363,3.298827706,65439.0157,612705504,NV,32
State Only,Nevada,Higher Ed Instructional Employees,3199,1.127090658,83929.26415,268489716,NV,32
State Only,Nevada,Higher Ed Other Employees,6164,2.171737048,55842.92472,344215788,NV,32
State Only,Nevada,Other Education,140,0.049325631,58717.2,8220408,NV,32
State Only,Nevada,Local Libraries,0,0,0,0,NV,32
State Only,Nevada,State Liquor Stores,0,0,0,0,NV,32
State Only,Nevada,All Other and Unallocable,2094,0.737770503,57079.50143,119524476,NV,32
State Only,New Hampshire,Total,18698,14.07986169,55667.14579,1040864292,NH,33
State Only,New Hampshire,Financial Administration,770,0.579821024,55883.95325,43030644,NH,33
State Only,New Hampshire,Other Government Administration,414,0.311747927,50656.4058,20971752,NH,33
State Only,New Hampshire,Judicial and Legal,764,0.575302938,59970.14136,45817188,NH,33
State Only,New Hampshire,Police Protection Total,505,0.38027223,63116.45941,31873812,NH,33
State Only,New Hampshire,Police Officers Only,322,0.24247061,72145.63975,23230896,NH,33
State Only,New Hampshire,Other Police Employees,183,0.13780162,47229.04918,8642916,NH,33
State Only,New Hampshire,Fire Protection Total,0,0,0,0,NH,33
State Only,New Hampshire,Firefighters Only,0,0,0,0,NH,33
State Only,New Hampshire,Other Fire Employees,0,0,0,0,NH,33
State Only,New Hampshire,Corrections,1071,0.806478333,56961.70308,61005984,NH,33
State Only,New Hampshire,Highways,1596,1.201810849,51870.48872,82785300,NH,33
State Only,New Hampshire,Air Transportation,42,0.031626601,46516,1953672,NH,33
State Only,New Hampshire,Water Transport and Terminals,14,0.0105422,51096.85714,715356,NH,33
State Only,New Hampshire,Public Welfare,1884,1.418678972,48618.36943,91597008,NH,33
State Only,New Hampshire,Health,789,0.594128296,56946.85932,44931072,NH,33
State Only,New Hampshire,Hospitals,571,0.429971175,48185.16988,27513732,NH,33
State Only,New Hampshire,Social Insurance Administration,294,0.221386209,44795.83673,13169976,NH,33
State Only,New Hampshire,Solid Waste Management,0,0,0,0,NH,33
State Only,New Hampshire,Sewerage,0,0,0,0,NH,33
State Only,New Hampshire,Parks and Recreation,288,0.216868123,35266.16667,10156656,NH,33
State Only,New Hampshire,Housing and Community Development,0,0,0,0,NH,33
State Only,New Hampshire,Natural Resources,354,0.266567068,56177.42373,19886808,NH,33
State Only,New Hampshire,Water Supply,26,0.019578372,52151.53846,1355940,NH,33
State Only,New Hampshire,Electric Power,0,0,0,0,NH,33
State Only,New Hampshire,Gas Supply,0,0,0,0,NH,33
State Only,New Hampshire,Transit,0,0,0,0,NH,33
State Only,New Hampshire,Education Total,7296,5.493992452,61631.40132,449662704,NH,33
State Only,New Hampshire,Elementary & Secondary Education Total,0,0,0,0,NH,33
State Only,New Hampshire,Elem & Sec Instructional Employees,0,0,0,0,NH,33
State Only,New Hampshire,Elem & Sec Other Employees,0,0,0,0,NH,33
State Only,New Hampshire,Higher Education Total,6992,5.2650761,61980.01545,433364268,NH,33
State Only,New Hampshire,Higher Ed Instructional Employees,2351,1.770336658,87213.12633,205038060,NH,33
State Only,New Hampshire,Higher Ed Other Employees,4641,3.494739442,49197.63154,228326208,NH,33
State Only,New Hampshire,Other Education,304,0.228916352,53613.27632,16298436,NH,33
State Only,New Hampshire,Local Libraries,0,0,0,0,NH,33
State Only,New Hampshire,State Liquor Stores,601,0.452561604,34763.26123,20892720,NH,33
State Only,New Hampshire,All Other and Unallocable,1419,1.068527315,51828.02537,73543968,NH,33
State Only,New Jersey,Total,143707,16.07668732,70861.23727,10183255824,NJ,34
State Only,New Jersey,Financial Administration,5378,0.601643792,62841.05244,337959180,NJ,34
State Only,New Jersey,Other Government Administration,1161,0.129882566,72527.05943,84203916,NJ,34
State Only,New Jersey,Judicial and Legal,12882,1.441125944,74228.6912,956214000,NJ,34
State Only,New Jersey,Police Protection Total,3948,0.441667849,86608.13374,341928912,NJ,34
State Only,New Jersey,Police Officers Only,2503,0.280013836,104890.8062,262541688,NJ,34
State Only,New Jersey,Other Police Employees,1445,0.161654013,54939.25536,79387224,NJ,34
State Only,New Jersey,Fire Protection Total,0,0,0,0,NJ,34
State Only,New Jersey,Firefighters Only,0,0,0,0,NJ,34
State Only,New Jersey,Other Fire Employees,0,0,0,0,NJ,34
State Only,New Jersey,Corrections,8791,0.983460501,72120.20475,634008720,NJ,34
State Only,New Jersey,Highways,5729,0.640910614,69360.52784,397366464,NJ,34
State Only,New Jersey,Air Transportation,0,0,0,0,NJ,34
State Only,New Jersey,Water Transport and Terminals,96,0.010739644,67519.625,6481884,NJ,34
State Only,New Jersey,Public Welfare,8750,0.978873778,68204.82377,596792208,NJ,34
State Only,New Jersey,Health,4010,0.448603869,74104.16858,297157716,NJ,34
State Only,New Jersey,Hospitals,16869,1.887156773,56395.77165,951340272,NJ,34
State Only,New Jersey,Social Insurance Administration,1684,0.188391251,60274.13302,101501640,NJ,34
State Only,New Jersey,Solid Waste Management,495,0.055376288,85864.19394,42502776,NJ,34
State Only,New Jersey,Sewerage,0,0,0,0,NJ,34
State Only,New Jersey,Parks and Recreation,978,0.109410121,58672.56442,57381768,NJ,34
State Only,New Jersey,Housing and Community Development,0,0,0,0,NJ,34
State Only,New Jersey,Natural Resources,1886,0.210989251,70723.30435,133384152,NJ,34
State Only,New Jersey,Water Supply,110,0.012305842,64416.43636,7085808,NJ,34
State Only,New Jersey,Electric Power,0,0,0,0,NJ,34
State Only,New Jersey,Gas Supply,0,0,0,0,NJ,34
State Only,New Jersey,Transit,11077,1.239198268,68243.45184,755932716,NJ,34
State Only,New Jersey,Education Total,53975,6.038252821,74886.16308,4041980652,NJ,34
State Only,New Jersey,Elementary & Secondary Education Total,16131,1.804595762,73475.90404,1185239808,NJ,34
State Only,New Jersey,Elem & Sec Instructional Employees,10441,1.168048128,88352.04061,922483656,NJ,34
